label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
4	-363 m/s	1.474	fish	cat, dog, rabbit	Vani	NULL	0.87	hamster	1590	960	1161	-1.5709	2849	493 mph
1	976 m/s	1.2485	rabbit	RAT	Andrew, Tony	-68	-0.3233	fish	1124	538	275	0.1049	-1763	-616 mph
4	-446 m/s	1.9692	FISH	guinea pig	Lise	-376	0.4829	hamster	285	-413	538	-0.0519	1178	1478 mph
3	1615 m/s	-1.2571	fish	bird	Lise	743	0.4395	rabbit	817	999	419	0.9748	432	2098 mph
3	634 m/s	-0.8371	cat	hamster	Reilly	1761	1.0288	rabbit	2082	-768	142	1.469	1117	-357 mph
0	342 m/s	0.7134	pig	rabbit	Reilly	-72	1.0419	pig	1407	405	550	0.3033	357	955 mph
0	1846 m/s	1.245	pig	rabbit, cat	Reilly	1247	-0.1776	dog	469	-400	-825	-0.2266	1343	-540 mph
0	887 m/s	0.8487	rabbit	cat	Reilly	157	0.9068	bird	911	866	-389	1.2694	-259	743 mph
2	1932 m/s	0.8517	guinea pig	ferret	Michael, Inan	-240	-0.347	pig	1148	47	1666	0.2018	607	1327 mph
2	1279 m/s	1.9954	rabbit	ferret	Inan, Michael	788	-0.1716	pig	1402	757	2381	1.3833	-1299	162 mph
1	868 m/s	1.1221	reptile	rat, pig	Eriq	-453	-0.5518	fish	802	1800	552	-0.7659	644	531 mph
2	622 m/s	0.258	fish	ferret	Fabrice, Inan	1301	1.4939	hamster	1494	961	1651	1.5827	1258	631 mph
2	1125 m/s	2.0527	rabbit	ferret	Michael	1736	2.0521	pig	707	1017	347	0.4021	-1388	526 mph
1	264 m/s	0.6285	rabbit	fish	Eriq	636	0.2774	fish	985	-200	488	1.3348	-307	1138 mph
4	411 m/s	1.455	fish	guinea pig	Vani, Sam	57	0.6352	hamster	464	1689	1056	0.5048	1150	1848 mph
1	260 m/s	-0.0649	rabbit	rat	Eriq	1253	-0.0017	guinea pig	-96	2281	563	0.6567	619	224 mph
1	968 m/s	0.2523	fish	fish	Andrew	149	-0.4693	reptile	1273	1462	2053	0.9588	-946	909 mph
4	1477 m/s	1.1046	fish	chicken	Sam, Chris	-77	-1.2468	hamster	1031	-648	1002	-0.3486	1150	None
3	899 m/s	0.5601	hamster	bird	Lise	1279	-0.5538	ferret	620	502	-65	2.6816	301	100 mph
1	157 m/s	1.6473	rabbit	fish	Andrew	1389	0.1091	fish	1018	586	858	0.2214	-109	288 mph
2	478 m/s	-0.6411	dog	ferret	Fabrice, Inan	350	-0.7672	pig	1232	-333	1129	1.6259	472	1216 mph
4	-25 m/s	0.7088	fish	chicken	Lise	-19	-0.0017	HAMSTER	664	-2154	919	-1.7618	2381	515 mph
4	597 m/s	1.5595	fish	guinea pig	N/A	385	1.1999	hamster	785	-101	-572	-0.3757	295	1301 mph
1	47 m/s	1.4419	reptile	ferret	Tony	996	-0.0401	rat	1440	991	988	0.98	2289	-438 mph
1	248 m/s	0.6782	reptile	fish, rat	Tony	-107	0.0437	fish	827	-1077	71	-1.1152	1147	1211 mph
1	-13 m/s	2.4448	rabbit	rat	Tony	424	-0.6339	cat	231	-45	1737	-1.3454	550	408 mph
1	1354 m/s	1.3573	rabbit	pig	Andrew, Tony	131	0.4577	rat	1526	407	1200	0.7722	-968	2105 mph
4	293 m/s	1.3809	fish	chicken	Vani	1870	-0.2858	hamster	-1166	467	1689	1.5419	-581	1721 mph
0	-71 m/s	-0.6873	pig	reptile	Reilly	487	0.4357	hamster	-1520	2512	-535	0.0243	269	279 mph
1	186 m/s	0.685	reptile	pig, rat	Andrew, Eriq	-187	1.7827	chicken	284	1310	1070	-0.1939	274	2578 mph
1	-29 m/s	1.7686	reptile	fish, rat	Lise	843	0.2969	guinea pig	454	1621	57	-0.9387	-420	170 mph
1	-735 m/s	0.6685	reptile	PIG	Tony, Eriq	-133	0.2277	fish	482	1204	613	-0.5146	-1145	1432 mph
4	236 m/s	0.4451	fish	guinea pig	Vani, Sam	1579	1.1258	hamster	-605	-610	216	1.6839	93	587 mph
2	2182 m/s	2.1852	fish	ferret	MICHAEL, INAN	685	0.9796	pig	661	3354	-94	0.2205	160	-298 mph
3	2396 m/s	0.3194	ferret	hamster	Lise	1375	1.6155	ferret	764	NULL	-708	1.3076	2682	1827 mph
4	1467 m/s	None	fish	guinea pig	Vani	523	1.3092	hamster	1371	-368	-216	-0.5414	112	569 mph
1	-175 m/s	0.9233	rabbit	pig, rat	Eriq	1297	-0.7378	cat	1203	-841	1082	-0.1818	527	1475 mph
2	1088 m/s	0.6944	fish	ferret	Michael	55	1.8589	pig	1369	1578	1471	1.0217	823	-996 mph
3	2043 m/s	1.8155	ferret	bird	Lise	452	-0.144	ferret	1042	-1719	306	0.4686	-243	469 mph
1	258 m/s	0.7591	rabbit	pig, rat	Eriq, Tony	-8	-0.5928	pig	1358	-444	262	1.7614	429	819 mph
0	965 m/s	2.3345	chicken	cat	Reilly	14	-1.7906	bird	77	1196	-34	-0.54	566	2006 mph
2	-170 m/s	1.6504	pig	ferret	Fabrice, Inan	1009	-0.2638	pig	-240	399	-78	0.9078	722	49 mph
3	1693 m/s	0.5567	rat	bird	Lise	398	1.2378	rabbit	252	1312	-79	-0.0646	2546	106 mph
1	-152 m/s	0.3782	rabbit	fish	Andrew	1544	-0.1829	guinea pig	-144	-230	-544	0.2999	-1176	594 mph
3	1119 m/s	0.1638	ferret	bird	Lise	1488	0.6112	ferret	81	305	649	-0.4383	769	-244 mph
0	472 m/s	1.2986	pig	rabbit	Reilly	1314	N/A	bird	-81	1026	318	0.5804	2679	-553 mph
0	-287 m/s	2.0774	cat	rabbit, dog, reptile	Tony, Andrew	1256	0.6012	dog	366	1558	-46	1.2808	-2220	-1072 mph
1	5 m/s	0.8278	reptile	fish	Eriq, Tony	1514	0.2649	hamster	1480	249	400	1.0149	333	-369 mph
2	444 m/s	1.506	guinea pig	ferret	Michael, Inan	1892	1.2595	pig	308	2339	2123	0.5846	-714	-472 mph
2	1784 m/s	0.2634	dog	ferret	Fabrice	203	1.1732	pig	2	1138	1342	0.2467	-791	-844 mph
0	12 m/s	0.5523	pig	reptile, cat	Chris	-111	0.3857	bird	1267	1580	588	0.1386	383	2458 mph
3	685 m/s	-0.6162	hamster	bird	Lise	1056	0.3387	ferret	589	-51	-973	0.337	-121	1428 mph
4	859 m/s	3.6405	fish	chicken	chris, sam	326	0.8641	hamster	534	910	586	0.8856	1002	1642 mph
4	-516 m/s	0.8035	fish	guinea pig	Vani, Sam	393	n/a	hamster	-25	976	-538	0.5247	-137	685 mph
3	-142 m/s	1.4797	ferret	bird	Lise	309	-0.1616	ferret	1180	-1043	526	0.9682	-4	195 mph
0	-725 m/s	1.1561	cat	reptile, dog	Reilly	804	0.6842	dog	101	1052	142	0.7783	2761	-384 mph
0	1863 m/s	1.2328	CAT	rat, fish	Reilly	319	-0.5955	dog	698	-1110	233	1.6105	-109	437 mph
4	1149 m/s	2.4117	bird	guinea pig	Sam, Vani	-842	2.1654	hamster	1787	1582	1374	-0.9438	553	1642 mph
2	1527 m/s	1.7	FISH	N/A	Fabrice, Inan	1173	1.9282	pig	544	635	402	0.9821	328	373 mph
0	274 m/s	0.9283	pig	cat, rabbit, dog	Reilly	-333	2.0068	dog	1514	2219	63	0.1053	324	445 mph
4	929 m/s	0.9831	fish	guinea pig	Eriq	1064	0.23	hamster	1222	-102	-381	-0.2018	500	970 mph
0	888 m/s	?	cat	cat	Reilly	-326	0.503	bird	-166	108	499	0.2933	-140	-168 mph
3	514 m/s	-0.1453	fish	bird	Lise	-229	0.2511	ferret	-457	-1378	284	0.8486	-410	627 mph
3	257 m/s	1.8042	ferret	bird	Lise	-24	1.4483	rabbit	259	-1513	925	1.2581	-1386	757 mph
4	320 m/s	0.8171	fish	chicken	Vani, Sam	-570	-0.4495	hamster	2229	1586	171	-0.9544	438	1339 mph
1	769 m/s	0.9525	reptile	rat	Tony, Eriq	1301	0.5644	chicken	1656	1270	1511	-1.6362	248	2272 mph
0	463 m/s	-0.7493	pig	cat, dog, rabbit	Reilly	214	1.7328	bird	1441	1114	224	1.7223	605	1246 mph
0	467 m/s	-0.3283	pig	rabbit	Reilly	53	-0.1089	bird	683	643	-189	1.2532	1182	1209 mph
0	-730 m/s	1.3893	pig	dog	Reilly	-466	-0.3335	dog	129	-696	-413	1.7457	1008	810 mph
0	42 m/s	1.371	pig	cat, reptile	Reilly	1702	1.1434	bird	1206	620	1035	0.9688	695	596 mph
2	468 m/s	1.0913	guinea pig	ferret	Michael, Inan	1138	0.5455	FERRET	1292	1631	726	-0.2164	365	69 mph
1	23 m/s	0.7102	pig	fish, pig	Tony	584	0.7481	guinea pig	1277	157	61	-0.131	-850	906 mph
4	341 m/s	0.4792	fish	guinea pig	Vani	572	0.6129	hamster	-38	342	424	1.9442	0	1369 mph
2	2420 m/s	3.0491	dog	ferret	Reilly	-363	2.4494	hamster	161	549	1327	0.1483	845	-443 mph
4	-774 m/s	0.3452	fish	guinea pig	Chris	1117	0.2621	bird	586	96	-60	1.0762	1399	1794 mph
3	1452 m/s	0.6873	rabbit	hamster	Lise	1323	-0.8609	ferret	1064	747	495	0.3101	-921	1375 mph
4	2 m/s	0.1107	fish	guinea pig	Vani	54	1.8726	HAMSTER	1715	413	1146	-0.3359	247	1470 mph
1	709 m/s	-0.1361	chicken	rat, fish	Eriq	1057	0.331	reptile	806	897	1567	-0.2389	19	883 mph
0	256 m/s	0.8672	pig	dog, rabbit, reptile	Reilly	-836	1.0697	dog	-348	967	902	0.6574	901	1685 mph
3	2350 m/s	1.0144	rat	hamster	Lise	1685	-0.5814	ferret	1680	479	542	1.3116	704	1582 mph
1	2075 m/s	1.4608	rabbit	fish	Andrew	-259	-0.1418	reptile	118	2614	1496	-0.8874	1233	1516 mph
2	885 m/s	1.4224	dog	ferret	Michael, Inan	342	-0.7161	pig	588	83	1056	0.2708	673	579 mph
2	1061 m/s	1.9605	guinea pig	Ferret	Andrew, Tony	2789	1.9156	pig	1114	1625	862	-0.0198	-234	-60 mph
0	1224 m/s	1.6861	pig	dog	Reilly	-1044	0.9297	bird	380	1383	516	0.0243	-2917	-543 mph
2	1627 m/s	1.5008	guinea pig	ferret	Fabrice, Michael	251	-1.0019	pig	1695	-243	1284	0.707	-128	863 mph
0	1054 m/s	0.9379	cat	reptile, rabbit, cat	Reilly	-915	-0.6742	dog	263	1215	?	-0.3928	400	1171 mph
4	559 m/s	-0.3547	fish	chicken	Sam, Vani	-322	1.135	hamster	986	-166	-58	-0.2867	372	1860 mph
3	500 m/s	1.1766	hamster	hamster	Lise	957	-0.318	rabbit	1109	1083	-128	-0.046	1608	1421 mph
3	749 m/s	-1.7084	rat	bird	Lise	1541	-0.0427	ferret	1475	1354	1146	0.706	81	-1150 mph
1	1070 m/s	1.73	reptile	rat	Andrew	-1062	-0.0264	cat	679	1612	619	0.558	980	2278 mph
1	1419 m/s	0.9126	pig	fish, rat	Tony	1790	0.1023	rat	1286	1348	1375	0.2789	983	806 mph
1	655 m/s	1.3518	pig	ferret	Andrew, Eriq	2081	0.7275	guinea pig	1882	678	69	1.2052	-1982	838 mph
1	588 m/s	0.3093	N/A	fish, rat	Eriq	221	0.1967	guinea pig	2214	440	-250	-1.6194	1771	633 mph
2	2147 m/s	1.0211	cat	ferret	Michael	482	1.3356	pig	1282	323	2529	0.6462	452	809 mph
3	1240 m/s	0.7915	ferret	guinea pig	Lise	595	0.9538	ferret	969	153	762	1.8613	215	-235 mph
4	-413 m/s	0.5079		guinea pig	Vani	459	1.6737	hamster	382	-735	253	1.6077	2510	87 mph
0	-1101 m/s	0.6794	pig	cat, dog	Reilly	-96	0.0079	dog	-1324	1542	471	0.3211	-490	-86 mph
3	1080 m/s	1.8259	ferret	hamster	Reilly	-154	1.9915	rabbit	-461	1003	39	-0.1931	982	69 mph
1	475 m/s	2.1617	rabbit	pig	Andrew, Tony	-471	1.3877	REPTILE	1600	200	420	0.0688	2610	365 mph
3	1211 m/s	0.4507	bird	ferret	lISE	61	-1.1574	rabbit	-324	-220	-370	-0.1856	-1684	689 mph
1	655 m/s	2.4121	reptile	pig	Andrew	1918	-0.774	rat	857	-748	911	0.3225	-1974	1876 mph
4	1251 m/s	1.2422	fish	chicken	Vani, Chris	-686	0.9516	hamster	-1052	-403	62	-0.3835	1883	1404 mph
2	559 m/s	-0.2671	dog	ferret	Michael, Fabrice	None	-0.4436	pig	-328	1227	215	1.0508	1361	-648 mph
2	806 m/s	0.4559	guinea pig	ferret	MICHAEL, FABRICE	632	0.1231	pig	1104	1518	1012	0.2047	349	351 mph
1	0 m/s	0.2608	pig	Rat, Fish	Andrew, Eriq	1493	-1.7115	rat	1522	1995	-411	-0.1088	794	1339 mph
4	660 m/s	0.2542	fish	chicken	REILLY	-616	0.3799	hamster	-77	-1172	170	-0.9495	1579	1542 mph
4	368 m/s	1.1161	pig	guinea pig	Vani	-723	0.0181	hamster	491	-632	-106	-0.3888	880	1803 mph
4	617 m/s	0.716	fish	chicken	Sam, Chris	591	-0.1517	hamster	-78	-487	629	0.309	-1065	506 mph
4	158 m/s	0.6996	fish	chicken	Chris, Vani	665	0.7165	hamster	210	9	530	-0.0414	995	608 mph
2	1283 m/s	0.985	chicken	Ferret	iNAN, fABRICE	943	0.4235	pig	81	1020	716	-0.5972	1937	741 mph
0	-1053 m/s	-0.3128	pig	rabbit, dog, reptile	rEILLY	-871	0.7462	bird	959	1996	-430	0.194	1814	1211 mph
4	1144 m/s	-0.1637	fish	chicken	Sam, Vani	81	0.6818	hamster	703	-479	-297	0.2818	655	519 mph
0	809 m/s	1.4765	cat	cat, rabbit, dog	Reilly	227	-0.9383	dog	855	964	-175	1.4405	217	48 mph
0	-256 m/s	1.3063	cat	dog, reptile, rabbit	Reilly	846	0.0941	bird	717	1719	688	1.0459	18	1396 mph
4	802 m/s	0.8814	fish	chicken	Inan	-921	1.1014	hamster	510	1518	457	-0.4284	594	-138 mph
1	1993 m/s	0.1025	reptile	pig, fish	Tony, Eriq	405	0.3065	reptile	1167	1435	579	-0.8159	-1315	829 mph
2	1932 m/s	-0.5121	dog	FERRET	Inan	2105	0.2412	pig	1207	316	907	-0.0393	-712	-19 mph
1	-45 m/s	2.7194	dog	fish, pig	Eriq	82	0.3649	guinea pig	855	-309	932	0.2516	-620	536 mph
0	-193 m/s	1.2921	cat	cat, reptile	Reilly	-651	0.1016	bird	1594	-224	-644	1.8296	-165	1166 mph
2	1780 m/s	2.039	dog	FERRET	Reilly	121	0.4402	pig	895	3775	974	1.5124	-278	0 mph
1	1182 m/s	1.2799	rabbit	fish, pig	Tony	656	-0.1227	cat	1145	1908	1666	-0.2556	-399	871 mph
0	1075 m/s	1.8616	pig	reptile, dog	Reilly	429	1.1243		155	2049	61	-0.7254	259	655 mph
4	-61 m/s	1.7875	fish	chicken	Sam	209	-0.2178	hamster	-766	-671	129	0.7557	2166	753 mph
3	584 m/s	0.1909	guinea pig	hamster	Lise	1340	0.4694	rabbit	950	-1279	27	0.2874	1321	-510 mph
2	1068 m/s	1.0315	chicken	ferret	Michael, Fabrice	1556	-0.3329	pig	-140	2423	-238	2.1689	896	-174 mph
4	877 m/s	-0.3887	fish	chicken	Sam	409	-0.3735	hamster	1667	2493	1880	0.2261	897	-288 mph
1	880 m/s	1.4958	rabbit	fish	Tony, Eriq	-462	0.2664	fish	1465	1363	915	?	-66	1954 mph
4	-71 m/s	2.1515	fish	chicken	Chris	-426	-0.1794	hamster	114	-317	-768	-0.3797	1214	503 mph
3	-411 m/s	-0.0655	Rat	hamster	Lise	-12	-0.7925	Rabbit	882	161	-232	0.7767	-1076	-150 mph
2	1024 m/s	1.845	GUINEA PIG	ferret	Fabrice	-450	0.7081	pig	873	907	346	0.0498	2011	48 mph
1	477 m/s	0.8215	reptile	RAT, PIG	Andrew	377	-0.4476	fish	-132	956	285	0.0386	640	43 mph
0	-529 m/s	2.3258	PIG	reptile, rabbit, dog	Reilly	1044	1.7242	dog	-877	981	605	0.5835	1408	712 mph
1	335 m/s	0.6168	reptile	rabbit, dog, reptile	Tony	934	-0.05	fish	930	-707	1314	1.2291	1344	337 mph
4	-327 m/s	0.8564	fish	chicken	Vani, Sam	-346	-0.0709	hamster	657	1317	722	-0.1527	1215	1313 mph
3	1311 m/s	0.1322	hamster	bird	Lise	1280	0.5368	rabbit	165	-1245	-35	1.053	338	43 mph
4	207 m/s	0.8589	rabbit	chicken	Vani	135	-0.6168	hamster	None	-384	35	0.2683	1333	360 mph
4	738 m/s	0.0776	N/A	guinea pig	Sam	-808	0.8637	hamster	1173	-881	503	0.8211	1868	1489 mph
3	1035 m/s	-0.0789	ferret	bird	Lise	263	0.4854	rabbit	915	386	-485	1.2241	-726	2319 mph
4	321 m/s	0.5056	fish	guinea pig	Inan	-491	2.5208	hamster	192	936	1791	0.4909	613	175 mph
4	343 m/s	1.0971	fish	guinea pig	Vani	-573	1.4717	hamster	310	-11	1137	0.4889	1286	-747 mph
3	2595 m/s	-0.0695	bird	ferret	Lise	1064	1.3861	ferret	1192	188	371	-0.3021	-1126	1287 mph
0	992 m/s	0.5609	pig	dog	Reilly	162	-0.3379	dog	-380	162	100	0.6307	-1727	904 mph
2	580 m/s	1.3286	guinea pig	ferret	Andrew, Eriq	942	0.6217	pig	-255	983	1427	0.2057	523	-629 mph
2	1259 m/s	0.1129	DOG	ferret	Michael	1880	1.5798	pig	597	1624	719	1.2483	1133	1149 mph
3	2285 m/s	1.3284	ferret	bird	Lise	1488	0.0981	ferret	197	667	-756	-0.4115	507	1470 mph
1	-563 m/s	0.8847	REPTILE	rat	Tony	-554	-2.0122	fish	200	2300	1799	0.1702	684	217 mph
4	742 m/s	0.3819	fish	guinea pig	Chris, Vani	-77	-0.0336	hamster	-133	-1061	-14	-0.6784	1637	342 mph
2	659 m/s	0.8619	guinea pig	ferret		982	-0.0451	pig	-543	1125	1674	2.2447	-1012	-1478 mph
2	380 m/s	1.0041	dog	ferret	Inan, Michael	545	-1.1141	pig	-6	2438	1231	1.2218	1253	1856 mph
3	731 m/s	0.4732	ferret	hamster	Lise	-89	-0.1872	rabbit	-2002	1891	127	-1.1354	-166	1229 mph
1	-172 m/s	0.4077	reptile	rat, pig	Chris	356	1.3294	guinea pig	556	959	1235	-1.0993	411	1619 mph
3	1072 m/s	0.0654	rabbit	chicken	Lise	232	-0.5098	rabbit	1433	1284	543	1.1236	-196	-1183 mph
4	518 m/s	0.983	fish	guinea pig	Vani	-701	-0.1565	hamster	934	203	36	0.5717	2687	1448 mph
1	474 m/s	1.4838	rabbit	pig, rat	Eriq, Andrew	1456	-0.7162	bird	224	1340	1784	-2.1432	16	785 mph
1	465 m/s	0.1535	reptile	pig	Tony, Eriq	-975	0.5794	chicken	574	1607	580	-0.5312	124	1670 mph
0	77 m/s	2.169	cat	dog, rabbit, cat	Reilly	-359	-0.4131	bird	-247	1720	910	0.3423	-944	2199 mph
2	1160 m/s	1.1806	GUINEA PIG	rabbit	Inan, Fabrice	1909	0.1852	hamster	781	1372	1511	-1.6905	-258	1058 mph
1	1110 m/s	1.1769	reptile	pig, fish	Eriq, Tony	1416	0.4602	guinea pig	1322	1181	228	-1.0234	2025	1575 mph
3	1339 m/s	0.395	hamster	bird	Lise	132	1.0608	ferret	1746	-1105	-1191	0.2796	-419	396 mph
0	1555 m/s	0.8099	cat	dog	Reilly	-371	0.0349	dog	551	1766	319	-1.283	2291	1165 mph
1	861 m/s	1.5351	rabbit	n/a	Eriq	1355	1.1467	fish	215	905	1849	0.1486	-1326	1191 mph
0	772 m/s	0.4599	fish	DOG, CAT	Reilly	987	1.2207	bird	-24	312	610	0.0338	897	-861 mph
1	977 m/s	0.7877	pig	rat, pig	Eriq, Andrew	n/a	1.4159	cat	1062	3429	1355	-0.3168	-984	1163 mph
3	78 m/s	0.4771	hamster	bird	Lise	1379	1.2113	ferret	1211	418	-384	1.5576	-756	104 mph
0	433 m/s	1.6421	pig	cat, rabbit	Reilly	678	1.3336	bird	139	2216	-235	0.9364	514	1770 mph
2	1427 m/s	1.6208	chicken	ferret	Fabrice, Inan	-316	1.0084	pig	-389	-1040	624	1.6203	1677	1130 mph
3	1497 m/s	0.5316	bird	hamster	Lise	234	0.9328	ferret	842	122	-43	0.1542	-1546	1160 mph
4	459 m/s	2.4551	fish	guinea pig	Sam	1286	0.7042	hamster	514	1362	398	1.5665	1612	1797 mph
0	178 m/s	1.3036	cat	cat	Reilly	1444	0.6422	bird	-283	-124	381	1.3007	198	1737 mph
1	473 m/s	0.8991	reptile	ferret	Vani, Sam	-797	0.4194	rat	1509	2399	1163	-2.3764	-538	-262 mph
2	1554 m/s	0.4229	chicken	ferret	Fabrice	1612	2.0184	pig	767	2234	1430	1.3451	806	33 mph
3	1082 m/s	-0.1173	bird	bird	Lise	1579	0.6292	dog	1160	-409	-134	0.6537	-281	-296 mph
1	831 m/s	1.1863	rabbit	pig	Eriq	1757	-1.0198	fish	811	2136	1510	1.373	-699	1427 mph
1	442 m/s	0.8396	reptile	pig	Eriq	1497	1.1918	rat	-531	-25	503	1.4056	-1665	-189 mph
2	1390 m/s	1.1869	guinea pig	ferret	Michael	-202	1.5158	pig	-332	2475	1660	1.3271	-2242	955 mph
3	1832 m/s	-0.1701	bird	hamster	Lise	1420	0.2436	hamster	1270	453	1060	0.5545	368	607 mph
0	523 m/s	1.7229	pig	rabbit, reptile, dog	REILLY	1809	0.2381	dog	1369	1552	939	1.2235	1356	1684 mph
4	422 m/s	0.4743	hamster	chicken	Vani	-232	0.5745	hamster	117	-301	1674	0.7427	326	978 mph
0	528 m/s	0.6813	pig	dog, reptile, cat	Reilly	324	0.1555	bird	-61	1265	-116	-0.1548	129	1635 mph
2	256 m/s	1.2153	chicken	ferret	Inan, Fabrice	-165	1.0645	pig	644	923	1797	1.4561	1299	967 mph
0	-442 m/s	1.6806	rabbit	reptile, dog, cat	Reilly	-235	0.8653	dog	79	1475	665	1.0976	1123	-29 mph
2	934 m/s	2.1973	guinea pig	ferret	Inan, Michael	-338	1.2787	pig	652	752	935	-0.5172	549	963 mph
2	137 m/s	2.3115	FISH	ferret	Fabrice	1358	0.4804	pig	889	1099	2028	1.2797	788	1395 mph
1	784 m/s	0.7925	rat	fish, rat	Tony	227	0.8809	guinea pig	2024	1081	1008	0.686	351	-135 mph
2	1309 m/s	1.29	chicken	ferret	Inan, Fabrice	172	1.5539	rabbit	1091	2758	1109	0.3067	359	1541 mph
3	235 m/s	-0.5358	bird	bird	Lise	1822	-0.4083	rabbit	371	-153	1194	0.1369	941	1111 mph
1	-545 m/s	1.973	Rabbit	pig, rat	Eriq, Tony	1319	0.9001	cat	-545	2541	618	-1.6356	63	609 mph
3	678 m/s	-0.2883	ferret	bird	Lise	526	1.0118	ferret	1454	1298	156	-0.3463	-696	2178 mph
0	663 m/s	1.1599	cat	dog	Tony	-11	2.5152	dog	1536	404	-211	1.5866	1075	1465 mph
2	216 m/s	2.1187	guinea pig	guinea pig	Inan	1029	1.3773	pig	298	1850	539	0.525	-996	958 mph
1		0.3262	reptile	fish	Andrew	1192	0.3779	fish	506	352	1314	-0.2333	886	489 mph
1	398 m/s	1.1749	reptile	fish, pig	Eriq, Andrew	902	0.0718	rabbit	448	1849	1141	-0.85	-169	146 mph
1	438 m/s	2.1195	reptile	fish	Andrew	1433	1.2995	chicken	1357	NULL	1874	-0.5746	-2729	437 mph
4	-547 m/s	0.2779	Fish	guinea pig	Chris, Vani	764	0.5354	hamster	420	685	459	-0.5813	2634	1333 mph
3	442 m/s	-0.405	hamster	hamster	Lise	-47	0.7042	ferret	1383	1890	303	1.0572	-1043	2183 mph
4	-222 m/s	1.5439	fish	chicken	Chris, Vani	-961	0.852	hamster	546	-452	155	0.5185	1199	1620 mph
4	257 m/s	1.4301	FISH	chicken	Sam	-207	0.7587	hamster	721	-536	-11	-1.177	1310	1208 mph
3	784 m/s	-0.6655	rat	hamster	Lise	1295	-0.0672	rabbit	-27	-163	-269	0.1775	391	267 mph
4	128 m/s	1.1828	rabbit	guinea pig	Chris	-252	-0.3854	Hamster	758	-615	-989	0.3176	83	219 mph
3	1056 m/s	-0.9025	rabbit	bird	Lise	74	1.0535	ferret	403	-362	-617	0.4245	-7	1856 mph
2	221 m/s	0.6926	dog	ferret	Inan, Michael	294	1.7038	pig	911	1267	1322	-0.8267	1821	444 mph
4	190 m/s	n/a	fish	guinea pig	Sam	443	2.1921	RABBIT	1910	-1364	936	0.0833	947	144 mph
0	1323 m/s	1.9437	pig	hamster	Reilly	1156	-0.0944	bird	508	-330	45	0.7702	1850	1621 mph
3	91 m/s	-0.5472	bird	bird	Lise	1527	1.6169	ferret	1590	647	496	1.211	390	848 mph
3	1010 m/s	0.4426	hamster	hamster	lISE	1222	-1.271	ferret	199	837	436	0.1459	495	745 mph
1	2032 m/s	1.385	reptile	pig, rat	Andrew, Eriq	209	1.5919	fish	-260	2349	930	-0.4336	-359	1238 mph
3	1051 m/s	0.2981	ferret	hamster	Lise	1772	-0.4939	pig	1115	447	1129	-0.2176	-274	978 mph
3	822 m/s	0.7946	ferret	bird	Lise	-264	0.7548	rabbit	711	1946	-564	0.2121	-287	2216 mph
4	339 m/s	1.1991	fish	guinea pig	Vani	1455	-0.3597	hamster	672	475	-271	0.248	616	1146 mph
4	542 m/s	-1.1421	fish	guinea pig	Vani, Sam	-1010	1.3294	hamster	-750	52	408	-0.4476	N/A	920 mph
2	967 m/s	1.9841	guinea pig	ferret	Michael, Inan	1226	0.5423	pig	520	1342	431	1.0354	1411	2523 mph
4	1278 m/s	-1.1447	fish	CHICKEN	Vani	280	1.3639	fish	1852	784	1521	-0.822	197	232 mph
1	-23 m/s	0.4361	rat	ferret	Tony	1067	0.0176	chicken	316	1583	1217	-1.0147	-1232	1356 mph
2	1228 m/s	0.6098	dog	ferret	Inan	320	-0.3556	pig	1262	-336	944	0.8093	428	972 mph
2	101 m/s	1.1203	guinea pig	ferret	Inan, Fabrice	-262	1.2464	pig	472	592	906	0.4424	526	1163 mph
0	1201 m/s	-0.0699	cat	Dog, Rabbit	Reilly	-403	-0.0511	dog	764	1154	614	0.2499	834	1037 mph
2	1135 m/s	0.7659	chicken	ferret	Fabrice, Michael	1821	0.1061	pig	890	2947	712	0.2546	1118	505 mph
3	1428 m/s	0.8301	pig	rabbit, cat	Lise	1251	1.3972	rabbit	1399	1955	156	0.6699	534	559 mph
2	2214 m/s	0.5645	chicken	ferret	Fabrice	1097	1.5989	pig	272	2002	1969	-0.3864	-426	-126 mph
1	-47 m/s	-0.1279	rabbit	fish, rat	Andrew, Tony	570	1.4457	guinea pig	1136	613	280	0.3685	-905	1046 mph
1	-76 m/s	0.468	rabbit	fish, rat	Andrew, Eriq	?	-0.5943	guinea pig	107	642	1494	0.7099	-1048	401 mph
2	815 m/s	0.088	guinea pig	ferret	Fabrice, Inan	-71	1.7629	pig	1750	-490	-771	1.3209	18	2069 mph
0	1341 m/s	0.4595	rabbit	dog	Reilly	207	0.3527	dog	-470	3211	1991	0.2969	561	-123 mph
1	1538 m/s	2.9119	rabbit	fish, rat	tony, eriq	NULL	0.5461	fish	1374	1503	1721	1.1181	-74	1789 mph
1	864 m/s	1.4983	rabbit	pig, fish	reilly	1426	0.8471	fish	734	2206	732	-0.9037	1704	1672 mph
3	1379 m/s	1.4539	rat	hamster	Lise	94	1.2584	rabbit	-743	374	-136	-0.7723	468	908 mph
0	355 m/s	-0.0282	pig	reptile, cat	Reilly	410	-0.2412	hamster	852	1669	531	0.9136	-1163	138 mph
4	936 m/s	-0.2383	fish	chicken	Vani, Sam	888	0.0593	hamster	89	-494	128	0.4268	1706	610 mph
